"","organisation_name.x","organisation_id.x","organisation_abbr.x","organisation_name.y","organisation_id.y","organisation_abbr.y"
"2117","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","GEN2PHEN",1098,"G"
"383","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","EMERALD Publishing Limited, Bingley, UK",854,"EPLBU"
"542","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Commission",915,"EC"
"1166","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Euro-BioImaging",3330,"EB"
"384","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Dundee, Scotland, UK",3049,"UODSU"
"456","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","EOSC-Life",873,"EL"
"1168","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Institute of General Medical Sciences",2018,"NIOGMS"
"543","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Center for Research Resources, National Institutes of Health",1970,"NCFRRNIOH"
"2121","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Unilever Centre for Molecular Science Informatics, Department of Chemistry, University of Cambridge Lensfield Road, Cambridge, CB2 1EW, UK",2914,"UCFMSIDOCUOCLRCCU"
"1170","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Thermoplastic Hydrogen tanks Optimised and Recyclable Project, Horizon 2020",2858,"THTOARPH"
"544","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","FAIRplus",993,"F"
"636","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","NIH Common Fund, USA",2161,"NCFU"
"731","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The CORBEL Project",2761,"TCP"
"831","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Freya Project, European Union",1062,"FPEU"
"923","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","ELIXIR-UK",843,"EU"
"1171","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","HLA Informatics Group, Anthony Nolan Research Institute, London, UK",1254,"HIGANRILU"
"388","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Fifth Framework Infrastructures program, European Commission",2776,"TFFIPEC"
"459","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Library of Medicine",2045,"NLOM"
"1172","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","SBML Community",2498,"SC"
"545","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","BBSRC Babraham Institute, Cambridge, UK",183,"BBICU"
"637","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Innovative Medicines Initiative, Europe",1358,"IMIE"
"390","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","wwPDB",3263,"W"
"1174","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Engineering and Physical Sciences Research Council (EPSRC), UK",862,"EPSRC"
"391","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Midwest Center for Structural Genomics, USA",1836,"MCFSGU"
"546","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Office of Biological and Environmental Research",2943,"OOBAER"
"1175","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Oxford Nanopore Technologies, Oxford, UK",2282,"ONTOU"
"2127","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","UK Biotechnology and Biological Sciences Research Council - RNA Central",2894,"UBABSRCRC"
"638","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Gordon and Betty Moore Foundation, USA",2782,"TGABMFU"
"733","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Horizon 2020 Programme of the European Union - EMBRIC",1262,"HPOTEUE"
"832","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Horizon 2020 Programme of the European Union - ENVRI+",1263,"HPOTEUE"
"924","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","UK Biotechnology and Biological Sciences Research Council - Metagenomics Portal",2892,"UBABSRCMP"
"1021","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Horizon 2020 Programme of the European Union - COMPARE",1261,"HPOTEUC"
"1176","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Horizon 2020 Programme of the European Union - EXCELERATE",1264,"HPOTEUE"
"1177","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Patent Office",949,"EPO"
"395","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Science Foundation",2071,"NSF"
"1180","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Commission CORDIS FP5",916,"ECCF"
"1181","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Institute for Biological Standards and Control (NIBSC), Potters Bar, UK",2001,"NIBSC"
"2132","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Anthony Nolan Research Institute, London, UK",100,"ANRILU"
"640","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Cambridge",352,"UOC"
"2133","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Stanford University School of Medicine, CA, USA",2625,"SUSOMCU"
"467","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Minnesota, Minneapolis, MN 55455, USA",3097,"UOMMMU"
"1183","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Pirbright Institute, Woking, UK",2819,"TPIWU"
"469","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Institute of Allergy and Infectious Diseases, National Institutes of Health",2009,"NIOAAIDNIOH"
"1188","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","MRC Laboratory of Molecular Biology (LMB), Cambridge, UK",1904,"LMB"
"470","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Comparative Genomics Group",571,"CGG"
"552","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Ministerio de Asuntos Economicos y Transformacion Digital",1852,"MDAETD"
"735","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Spanish Instituto de Salud Carlos III Instituto Nacional de Bioinformatica",2608,"SIDSCIINDB"
"925","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Centro de Excelencia Severo Ochoa",479,"CDESO"
"1189","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Ontario Institute For Cancer Research",2246,"OIFCR"
"3102","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","New York University Langone Medical Center",2155,"NYULMC"
"471","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Oregon Health & Science University",2270,"OHSU"
"1190","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Delaware, USA",3047,"UODU"
"472","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Georgetown University Medical Center , Georgetown University, Washington DC, USA",1129,"GUMCGUWDU"
"1191","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Manchester Center for Integrative Systems Biology, Manchester, UK",1749,"MCFISBMU"
"3104","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Manchester, UK",3086,"UOMU"
"473","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","IMPACT Europe",1318,"IE"
"642","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European FP7 EMBRACE project",933,"EFEP"
"1192","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Research Collaboratory for Structural Bioinformatics",2423,"RCFSB"
"474","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Instruct-ERIC",3342,"IE"
"555","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Protein Data Bank in Europe, European Bioinformatics Institute (EMBL-EBI) European Molecular Biology Laboratory",2374,"EMBL-EBI"
"1193","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","UK Science & Innovation Network in Japan",2899,"USINIJ"
"556","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Center for Protein Sciences, Beijing",1968,"NCFPSB"
"644","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Washington, USA",3150,"UOWU"
"926","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of California San Diego",3033,"UOCSD"
"1022","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Institute of Biomedical Imaging and Bioengineering",2011,"NIOBIAB"
"1195","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Russian Foundation for Basic Research",2474,"RFFBR"
"557","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","InnovateUK",1353,"I"
"1196","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Genetic European Variation in Disease (GEUVADIS)",1104,"GEUVADIS"
"477","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Principe Felipe Research Centre Computational Genomics Department",2358,"PFRCCGD"
"478","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Bill and Melinda Gates Foundation",217,"BAMGF"
"1204","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Cancer Institute, National Institutes of Health",1954,"NCINIOH"
"3113","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Jackson Laboratory",2792,"TJL"
"1227","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Health Data Research UK",1222,"HDRU"
"2159","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Baker Heart and Diabetes Institute",161,"BHADI"
"3119","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Infrafrontier Research Infrastructure, Infrafrontier",1347,"IRII"
"1229","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Science Foundation Ireland",2520,"SFI"
"481","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Conway Institute of Biomolecular and Biomedical Research, University College Dublin, Belfield, Ireland",608,"CIOBABRUCDBI"
"2164","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Functional Annotation of Animal Genomes (FAANG) Administrators",1069,"FAANG"
"2166","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Large Scale Genomics Work Streams, Global Alliance for Genomics and Health (GA4GH)",1688,"GA4GH"
"2167","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Center for Biotechnology Information",1960,"NCFBI"
"3123","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Institute of Genetics (NIG), Shizuoka, Japan",2019,"NIG"
"484","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Harvard University, Cambridge, MA, USA",1216,"HUCMU"
"1238","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Massachusetts Medical School, USA",3089,"UOMMSU"
"2170","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Stanford University, CA, USA",2623,"SUCU"
"3126","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","RIKEN Center for Biosystems Dynamics Research",2443,"RCFBDR"
"485","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Janssen, Belgium",1584,"JB"
"561","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Leuven (KU Leuven), Leuven, Belgium",3080,"KU Leuven"
"647","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Instituto Gulbenkian de Ciencia",1450,"IGDC"
"737","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Diamond Light Source, Harwell Science and Innovation Campus, Harwell, UK",758,"DLSHSAICHU"
"836","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Chan Zuckerberg Initiative, Redwood City, CA, USA",492,"CZIRCCU"
"11100","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Leiden University Medical Center (LUMC), Leiden, The Netherlands",1705,"LUMC"
"1239","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Turku BioImaging, University of Turku and Åbo Akademi University, Turku, Finland",2879,"TBUOTABAUTF"
"1515","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","King's College London, London, United Kingdom",1638,"KCLLUK"
"1613","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Francis Crick Institute, London, UK",1046,"FCILU"
"1712","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","SPT Labtech Ltd, Melbourn, UK",2618,"SLLMU"
"1812","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany",394,"EMBL"
"1912","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Carl Zeiss Microscopy GmbH, Jena, Germany",375,"CZMGJG"
"206","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Université de Nantes, CNRS, INSERM, l’institut du thorax, Nantes, France",2986,"UDNCIIDTNF"
"2171","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Physical Laboratory, Teddington, UK",2061,"NPLTU"
"2213","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","German BioImaging e.V., University of Konstanz, Konstanz, Germany",1133,"GBUOKKG"
"2313","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Bristol, UK",3023,"UOBU"
"2512","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","GlaxoSmithKline (United Kingdom)",403,"United Kingdom"
"1241","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","HUPO-PSI initiative: Molecular Interactions Working Group",1289,"HPIMIWG"
"1244","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Human Proteome Organisation, Vancouver, BC, Canada",1282,"HPOVBC"
"486","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Proteomics Standards Initiative (PSI) - Human Proteomics Organisation (HUPO)",2380,"HUPO"
"2176","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Union, Serving Life-science Information for the Next Generation (SLING)",966,"SLING"
"1252","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Faculty of Biology, Medicine and Health, University of Manchester",2517,"FOBMAHUOM"
"3131","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","SWO administrators",2691,"SA"
"563","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Jisc, Bristol, UK",1600,"JBU"
"648","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Oxford e-Research Centre, Department of Engineering Science, University of Oxford, Oxford, UK",2281,"ORCDOESUOOOU"
"2180","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","International Council for the Exploration of the Sea",1483,"ICFTEOTS"
"3132","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Flanders Marine Institute",2777,"TFMI"
"490","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","French Research Institute for Exploitation of the Sea",1061,"FRIFEOTS"
"649","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Oxford",3112,"UOO"
"738","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Max Planck Institute for Marine Microbiology (MPIMM), Bremen, Germany",1787,"MPIMM"
"928","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Marine and Ocean Data Management (MARIS), Voorburg, The Netherlands",1757,"MARIS"
"1024","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Departement de Biologie (IBENS), Ecole Normale Superieure, Paris, France",663,"IBENS"
"11101","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Center for Marine Environmental Sciences (MARUM), University of Bremen, Bremen, Germany",427,"MARUM"
"1256","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Semanticly Ltd",2542,"SL"
"2181","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","City, University of London",529,"CUOL"
"3133","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Oregon State University",2271,"OSU"
"650","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Monarch Initiative",2804,"TMI"
"739","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Berkeley BOP (BBOP), Lawrence Berkeley National Labs (LBNL), Berkeley, CA, USA",202,"LBNL"
"1257","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Universit d'Aix-Marseille, Marseille, France",2980,"UAMMF"
"2182","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Enveda Therapeutics",863,"ET"
"492","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Heidelberg, Germany",3062,"UOHG"
"566","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Southern California",3125,"UOSC"
"740","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Calabria",3026,"UOC"
"838","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Bioinformatics and Computational Biology Unit, Molecular Genetics Laboratory, University of Rome Tor Vergata",679,"BACBUMGLUORTV"
"1025","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Department of Medicine, University of California San Diego",725,"DOMUOCSD"
"11102","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","NTNU - Norwegian University of Science and Technology",2200,"NNUOSAT"
"1422","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","RWTH Aachen",2477,"RA"
"1260","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Barcelona Supercomputing Center (BSC), Barcelona, Spain",167,"BSC"
"2183","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","ELIXIR Norway",846,"EN"
"568","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Union (EU)",960,"EU"
"2187","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","International Nucleotide Sequence Database Collaboration (INSDC)",1504,"INSDC"
"3139","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Bioinformation and DDBJ Center",252,"BADC"
"569","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Centre for Therapeutic Target Validation, Cambridge, UK",471,"CFTTVCU"
"742","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","EU-ToxRisk",970,"ET"
"2190","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","ReCoDID",3376,"R"
"498","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","ELIXIR Europe",841,"EE"
"2191","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Plazi",3378,"Plazi"
"3143","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Pensoft Publishers",2305,"Pensoft"
"499","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Naturalis Biodiversity Center",2094,"Naturalis"
"656","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","University of Tartu, Estonia",3132,"TU"
"841","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","LifeWatch ERIC",1717,"LE"
"932","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Consortium of European Taxonomic Facilities",3380,"COETF"
"1027","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Meise Botanic Garden",3379,"MBG"
"11104","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD"
"1423","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Stichting TDWG Europe",3385,"TDWG"
"1271","Stichting TDWG Europe",3385,"TDWG","European Organisation for Nuclear Research (CERN), Geneva, Switzerland",947,"CERN"
"2192","Stichting TDWG Europe",3385,"TDWG","Plazi",3378,"Plazi"
"3144","Stichting TDWG Europe",3385,"TDWG","Pensoft Publishers",2305,"Pensoft"
"4100","Stichting TDWG Europe",3385,"TDWG","Naturalis Biodiversity Center",2094,"Naturalis"
"572","Stichting TDWG Europe",3385,"TDWG","Species 2000 Secretariat, Naturalis Biodiversity Center",2614,"Sp2000"
"657","Stichting TDWG Europe",3385,"TDWG","University of Tartu, Estonia",3132,"TU"
"744","Stichting TDWG Europe",3385,"TDWG","Global Biodiversity Information Facility",1166,"GBIF"
"842","Stichting TDWG Europe",3385,"TDWG","LifeWatch ERIC",1717,"LE"
"933","Stichting TDWG Europe",3385,"TDWG","Consortium of European Taxonomic Facilities",3380,"COETF"
"1028","Stichting TDWG Europe",3385,"TDWG","Meise Botanic Garden",3379,"MBG"
"11105","Stichting TDWG Europe",3385,"TDWG","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD"
"1272","Stichting TDWG Europe",3385,"TDWG","Swiss Institute of Bioinformatics",2682,"SIOB"
"1324","Stichting TDWG Europe",3385,"TDWG","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC"
"1273","Stichting TDWG Europe",3385,"TDWG","International Working Group on Taxonomic Databases",3384,"IWGOTD"
"2194","Vlaanderen is innovatie",3467,"VII","Meise Botanic Garden",3379,"MBG"
